MANUAL.ID,template,eucledian.distance
FALSE,CriniaSignifera_01,17.16841508
FALSE,CriniaSignifera_01,17.03541375
FALSE,CriniaSignifera_01,17.34270302
TRUE,CriniaSignifera_01,17.00183764
FALSE,CriniaSignifera_01,16.93693909
TRUE,CriniaSignifera_01,16.84035527
FALSE,CriniaSignifera_01,16.25187571
TRUE,CriniaSignifera_01,16.38597922
TRUE,CriniaSignifera_01,15.62729597
TRUE,CriniaSignifera_01,16.34786742
FALSE,CriniaSignifera_01,16.64924159
TRUE,CriniaSignifera_01,16.44115463
TRUE,CriniaSignifera_01,16.01866327
TRUE,CriniaSignifera_01,16.41098565
TRUE,CriniaSignifera_01,16.12544642
TRUE,CriniaSignifera_01,16.18122735
FALSE,CriniaSignifera_01,15.74971129
TRUE,CriniaSignifera_01,16.78274779
FALSE,CriniaSignifera_01,17.27502385
TRUE,CriniaSignifera_01,16.45946206
TRUE,CriniaSignifera_01,16.03016844
FALSE,CriniaSignifera_01,17.08537694
FALSE,CriniaSignifera_01,17.17501748
TRUE,CriniaSignifera_01,16.98182917
TRUE,CriniaSignifera_01,16.74973913
FALSE,CriniaSignifera_01,17.27293951
FALSE,CriniaSignifera_01,16.78150887
FALSE,CriniaSignifera_01,17.06158817
FALSE,CriniaSignifera_01,17.06051245
FALSE,CriniaSignifera_01,17.21729212
FALSE,CriniaSignifera_01,17.01378072
TRUE,CriniaSignifera_01,16.43068568
TRUE,CriniaSignifera_01,16.42665505
TRUE,CriniaSignifera_01,16.20717157
TRUE,CriniaSignifera_01,16.82924692
FALSE,CriniaSignifera_01,17.23556772
TRUE,CriniaSignifera_01,16.44295616
FALSE,CriniaSignifera_01,17.09274451
FALSE,CriniaSignifera_01,17.25354433
FALSE,CriniaSignifera_01,17.35127707
FALSE,CriniaSignifera_01,17.19042931
FALSE,CriniaSignifera_01,17.22744584
TRUE,CriniaSignifera_01,15.98066849
FALSE,CriniaSignifera_01,16.85669914
TRUE,CriniaSignifera_01,16.67063049
TRUE,CriniaSignifera_01,16.18649819
TRUE,CriniaSignifera_01,14.98895615
FALSE,CriniaSignifera_01,17.19360312
FALSE,CriniaSignifera_01,17.03844412
TRUE,CriniaSignifera_01,15.83336904
TRUE,CriniaSignifera_01,15.99762681
