trip,date,item,category,method,cost,cost_per_item,number_of_items,notes
,7/3/2022,,,,0,,,
,8/3/2022,,,,0,,,
,9/3/2022,,,,0,,,
,10/3/2022,,,,0,,,
,11/3/2022,,,,0,,,
,12/3/2022,,,,0,,,
,13/3/2022,,,,0,,,
,14/3/2022,,,,0,,,
,15/3/2022,,,,0,,,
,16/3/2022,,,,0,,,
,17/3/2022,,,,0,,,
,18/3/2022,,,,0,,,
,19/3/2022,,,,0,,,
,20/3/2022,,,,0,,,
,21/3/2022,,,,0,,,
,22/3/2022,,,,0,,,
,23/3/2022,,,,0,,,
,24/3/2022,,,,0,,,
,25/3/2022,,,,0,,,
,26/3/2022,,,,0,,,
,27/3/2022,,,,0,,,
,28/3/2022,,,,0,,,
,29/3/2022,,,,0,,,
,30/3/2022,,,,0,,,
,31/3/2022,,,,0,,,
,1/4/2022,,,,0,,,
,2/4/2022,,,,0,,,
,3/4/2022,,,,0,,,
,4/4/2022,,,,0,,,
,5/4/2022,,,,0,,,
,6/4/2022,,,,0,,,
,7/4/2022,,,,0,,,
,8/4/2022,,,,0,,,
,9/4/2022,,,,0,,,
,10/4/2022,,,,0,,,
,11/4/2022,,,,0,,,
,12/4/2022,,,,0,,,
,13/4/2022,,,,0,,,
,14/4/2022,,,,0,,,
,15/4/2022,,,,0,,,
,16/4/2022,,,,0,,,
,17/4/2022,,,,0,,,
,18/4/2022,,,,0,,,
,19/4/2022,,,,0,,,
,20/4/2022,,,,0,,,
,21/4/2022,,,,0,,,
,22/4/2022,,,,0,,,
,23/4/2022,,,,0,,,
,24/4/2022,,,,0,,,
,25/4/2022,,,,0,,,
Trip3,26/4/2022,sd cards + battery replacement,equipment,PAM,1024,,,
Trip3,26/4/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,27/4/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,28/4/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,29/4/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,30/4/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,1/5/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,2/5/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,3/5/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,4/5/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,5/5/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip3,26/4/2022,field gear,equipment,OBM,500,,,
Trip3,26/4/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,27/4/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,28/4/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,29/4/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,30/4/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,1/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,2/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,3/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,4/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,5/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,6/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,7/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,8/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,9/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,10/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,11/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,12/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,13/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,14/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,15/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,16/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,17/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,18/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,19/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,20/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,21/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,22/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,23/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,24/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,25/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,26/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,27/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,28/5/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
,29/5/2022,,,,0,,,
,30/5/2022,,,,0,,,
,31/5/2022,,,,0,,,
,1/6/2022,,,,0,,,
,2/6/2022,,,,0,,,
,3/6/2022,,,,0,,,
,4/6/2022,,,,0,,,
,5/6/2022,,,,0,,,
Trip3,6/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,7/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,8/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,9/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,10/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,11/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,12/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,13/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,14/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,15/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,16/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,17/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,18/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,19/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,20/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,21/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,22/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,23/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,24/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,25/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,26/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,27/6/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
,28/6/2022,,,,0,,,
,29/6/2022,,,,0,,,
,30/6/2022,,,,0,,,
,1/7/2022,,,,0,,,
,2/7/2022,,,,0,,,
,3/7/2022,,,,0,,,
,4/7/2022,,,,0,,,
,5/7/2022,,,,0,,,
,6/7/2022,,,,0,,,
,7/7/2022,,,,0,,,
,8/7/2022,,,,0,,,
,9/7/2022,,,,0,,,
,10/7/2022,,,,0,,,
,11/7/2022,,,,0,,,
,12/7/2022,,,,0,,,
,13/7/2022,,,,0,,,
,14/7/2022,,,,0,,,
,15/7/2022,,,,0,,,
,16/7/2022,,,,0,,,
,17/7/2022,,,,0,,,
,18/7/2022,,,,0,,,
,19/7/2022,,,,0,,,
,20/7/2022,,,,0,,,
,21/7/2022,,,,0,,,
,22/7/2022,,,,0,,,
,23/7/2022,,,,0,,,
,24/7/2022,,,,0,,,
,25/7/2022,,,,0,,,
,26/7/2022,,,,0,,,
,27/7/2022,,,,0,,,
,28/7/2022,,,,0,,,
,29/7/2022,,,,0,,,
,30/7/2022,,,,0,,,
,31/7/2022,,,,0,,,
,1/8/2022,,,,0,,,
,2/8/2022,,,,0,,,
,3/8/2022,,,,0,,,
,4/8/2022,,,,0,,,
Trip3,5/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,6/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,7/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,8/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,9/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,10/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,11/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,12/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,13/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,14/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip3,15/8/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
,16/8/2022,,,,0,,,
,17/8/2022,,,,0,,,
,18/8/2022,,,,0,,,
,19/8/2022,,,,0,,,
,20/8/2022,,,,0,,,
,21/8/2022,,,,0,,,
,22/8/2022,,,,0,,,
,23/8/2022,,,,0,,,
,24/8/2022,,,,0,,,
,25/8/2022,,,,0,,,
,26/8/2022,,,,0,,,
,27/8/2022,,,,0,,,
,28/8/2022,,,,0,,,
,29/8/2022,,,,0,,,
,30/8/2022,,,,0,,,
,31/8/2022,,,,0,,,
,1/9/2022,,,,0,,,
,2/9/2022,,,,0,,,
,3/9/2022,,,,0,,,
,4/9/2022,,,,0,,,
,5/9/2022,,,,0,,,
,6/9/2022,,,,0,,,
,7/9/2022,,,,0,,,
,8/9/2022,,,,0,,,
,9/9/2022,,,,0,,,
,10/9/2022,,,,0,,,
,11/9/2022,,,,0,,,
,12/9/2022,,,,0,,,
,13/9/2022,,,,0,,,
,14/9/2022,,,,0,,,
,15/9/2022,,,,0,,,
,16/9/2022,,,,0,,,
,17/9/2022,,,,0,,,
,18/9/2022,,,,0,,,
,19/9/2022,,,,0,,,
,20/9/2022,,,,0,,,
,21/9/2022,,,,0,,,
,22/9/2022,,,,0,,,
,23/9/2022,,,,0,,,
,24/9/2022,,,,0,,,
,25/9/2022,,,,0,,,
Trip4,26/9/2022,sd cards + battery replacement,equipment,PAM,1024,,,
Trip4,26/9/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,27/9/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,28/9/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,29/9/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,30/9/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,1/10/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,2/10/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,3/10/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,4/10/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,5/10/2022,field costs,field costs,PAM,270,,,"10 days for deployment at 6 sites including travel, (salary staff, fuel vehicles, rental vehicle), staff per day, travel 3500 km"
Trip4,26/9/2022,field gear,equipment,OBM,500,,,
Trip4,26/9/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,27/9/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,28/9/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,29/9/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,30/9/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,1/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,2/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,3/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,4/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,5/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,6/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
,7/10/2022,,,,0,,,
,8/10/2022,,,,0,,,
,9/10/2022,,,,0,,,
,10/10/2022,,,,0,,,
Trip4,11/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,12/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,13/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,14/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,15/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,16/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,17/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,18/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,19/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,20/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,21/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,22/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,23/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,24/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,25/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,26/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,27/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,28/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,29/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,30/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,31/10/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,1/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,2/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,3/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,4/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,5/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,6/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,7/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,8/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,9/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,10/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,11/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,12/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,13/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,14/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,15/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,16/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,17/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,18/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,19/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,20/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,21/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,22/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,23/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,24/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,25/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,26/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,27/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,28/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,29/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,30/11/2022,field costs,field costs,OBM,1000,,,"surveys at 6 sites including travel, 3500 km, fuel on site, staff salary per day for 5 people, accommodation, food"
Trip4,30/11/2022,field costs,field costs,PAM,0,,,
Trip4,30/11/2022,data analysis,data analysis,PAM,4096,,,
